fatigue_score,acceleration,angular_velocity,body_orientation,ground_reaction_force,step_count,cadence,jump_height_cm,range_of_motion,impact_force,gait_symmetry,speed,training_duration,previous_injury_history,rest_period,repetition_count,workload_intensity,acc_rms,injury_risk
44.0046,-0.2556,-0.0342,-94.8347,401.3922,90,101.4443,38.5379,113.4317,219.6111,0.9814,4.7489,62.1651,0,9.0528,27,6.6491,1.0979,0
54.6059,-0.064,-0.4907,-36.1359,498.3411,104,70.0027,71.6386,61.1075,180.2197,0.9584,2.0933,71.4267,0,8.7666,36,7.2208,1.0676,0
38.7515,-0.0942,0.0243,-86.9833,256.4462,84,92.0654,91.2253,89.4559,203.4133,0.8368,4.451,64.551,0,6.6743,32,6.2989,1.2031,0
44.618,-0.3383,-0.8101,-155.4747,526.0168,99,84.1269,73.3156,74.7013,346.7662,0.6837,3.3511,78.5489,0,9.1236,25,7.2655,0.8539,0
48.7964,0.2188,-0.2662,-106.5812,319.2752,83,86.0829,60.1202,82.6076,191.9774,0.9709,6.1102,57.1215,0,9.2226,28,6.6376,1.1634,0
57.3903,1.5042,-0.5809,178.2591,514.1647,87,91.3789,67.5404,45.5491,77.4974,0.9908,10.6896,122.9976,0,5.8748,27,7.1999,1.0744,0
45.7233,0.2141,0.1002,-95.7449,548.1437,101,73.1111,66.9111,97.3727,266.0983,0.6025,4.2903,96.7129,0,8.4243,20,3.6055,1.0286,0
55.6329,0.6287,-0.4889,-122.6544,712.5604,91,77.0022,38.4808,75.9296,316.1316,0.9644,8.8223,100.4475,1,7.9315,29,4.9859,0.9765,1
61.6604,-2.1939,-0.2795,70.8756,547.5156,115,84.7261,62.2144,39.3762,254.9752,0.9546,7.6674,63.5126,0,9.2095,32,5.414,1.2042,0
44.9356,0.126,1.1299,36.772,460.0471,100,61.5076,30.6796,101.9332,186.9324,0.7804,2.6727,95.6523,0,12.7895,25,4.1906,1.1362,0
82.2293,1.0868,0.4325,88.5647,405.67,120,96.4963,52.7445,111.1629,416.6403,0.9178,3.8074,94.8869,0,7.6928,24,7.6477,0.8123,0
64.1958,1.2469,0.3003,55.3223,607.4483,90,81.1597,40.2744,30.5557,381.0321,0.9799,2.4778,16.585,0,10.7037,31,6.3325,0.8212,0
52.7245,1.1451,0.6488,-99.7224,485.1318,93,70.5806,59.5516,102.6168,333.9724,0.7236,9.0992,50.3291,0,5.5729,26,3.8187,1.1108,0
48.1821,0.3034,0.2562,0.3262,387.1393,92,90.9381,39.4352,81.0654,430.0823,0.7882,1.539,67.637,0,8.6919,36,6.3105,1.0213,0
44.4468,0.4139,-0.7022,-116.4086,523.0079,108,80.9161,51.5025,34.536,209.8561,0.6559,6.9424,110.8939,0,8.2769,35,4.0009,1.0334,0
66.6127,-0.6727,-0.6582,-88.7263,221.4585,91,72.7852,29.9184,70.1016,278.9076,0.7169,2.0553,77.2807,1,8.1662,31,5.2723,0.938,1
52.105,0.845,-1.3549,175.2904,511.9996,91,89.4583,42.6445,67.4084,417.0267,0.9536,2.3689,114.83,1,5.5073,26,6.361,1.1781,0
35.6118,-0.6674,0.101,82.3248,382.9354,100,56.745,73.2742,47.2826,316.1393,0.6718,0.0622,107.2716,0,11.1636,40,8.1294,0.8956,0
32.8788,0.6809,-0.5301,101.8262,451.0478,104,84.1956,12.8685,62.4024,470.1407,0.9768,5.2896,34.8402,0,9.3268,38,8.959,1.0791,0
51.1244,0.0415,-0.2852,-169.1787,799.1291,93,93.1027,51.2234,75.2656,124.9849,0.8235,9.7123,111.0538,0,8.0205,31,7.1152,0.8305,0
51.3445,0.0149,-0.1599,-42.4318,427.2067,89,71.6704,78.099,79.4217,118.2115,0.8815,1.0571,66.4809,0,6.7185,31,4.1897,0.9175,0
40.8303,1.0012,-0.3042,19.8896,618.4754,85,67.182,67.8501,43.1308,250.3828,0.7572,10.1553,105.6652,0,8.7958,31,5.1047,1.1728,0
34.8556,0.5612,-0.0172,-126.1174,657.3821,95,84.2319,51.7038,82.792,358.3398,0.6937,10.122,42.9261,1,9.8752,38,9.7258,0.9784,0
30.3691,0.2826,-0.1415,125.4767,628.0641,113,73.2324,65.0033,53.0997,371.0984,0.7929,2.786,67.5862,0,7.4576,32,2.0672,1.0621,0
42.4067,-0.4977,-0.1913,-129.7439,555.6746,115,102.4809,35.2874,44.679,276.1323,0.7221,10.4788,53.4015,1,8.0375,37,2.8294,0.9414,0
46.3725,1.6023,-0.774,49.142,333.856,86,74.699,64.6856,59.7712,403.138,0.808,9.9184,88.2353,0,8.5109,31,7.7274,1.0519,0
56.9177,0.333,0.1209,19.1474,402.4178,97,78.0561,74.6159,87.3159,341.5712,0.6402,7.8525,112.419,0,5.9696,28,5.1358,0.8217,0
48.6967,0.7474,1.0879,125.7528,325.1351,90,85.2143,54.7196,116.3708,306.575,0.967,9.9756,57.7578,1,4.7972,29,8.516,0.91,0
60.6399,0.0809,0.1381,-67.7481,447.2066,94,61.8168,70.0806,104.2095,433.0458,0.7096,0.8839,110.6761,0,6.4528,44,4.34,1.1729,0
56.0507,-0.6937,1.1345,-77.7299,448.952,109,80.5969,29.6949,107.8834,306.5291,0.8537,3.829,87.0095,1,5.9624,31,5.7532,0.8689,0
55.1323,0.3549,-0.2842,124.7087,362.9362,117,91.1945,26.8169,49.4849,227.3022,0.8591,3.4637,146.2427,0,8.2488,27,7.6083,0.8785,0
59.7925,-0.5958,-0.1264,-100.2939,582.103,115,79.1888,65.6294,71.5351,278.2142,0.7001,9.3795,92.9751,0,10.0162,31,4.7676,1.003,0
36.1331,0.4378,-0.0099,88.5749,425.986,87,68.5208,99.4461,70.182,197.9514,0.9987,9.0208,59.1562,0,8.109,41,4.0364,1.129,0
44.6376,-3.2653,-0.0849,-111.1875,445.5859,100,75.6581,51.8196,71.4384,280.2444,0.7935,10.6919,113.9902,0,6.477,20,2.8815,0.8881,0
74.0141,-0.4008,0.5825,135.2503,264.6716,115,60.8518,67.7087,47.9737,218.1748,0.9019,3.4618,64.4827,0,6.461,29,4.5906,1.1542,0
30.9377,-0.0143,-1.0954,122.0629,510.3916,101,77.091,-8.731,105.9031,166.7182,0.6126,5.6859,62.6763,0,7.2099,31,8.2085,0.8434,0
47.0221,-0.9544,-0.2273,103.4867,485.8666,99,91.1011,62.2374,59.8552,252.1577,0.6921,0.2251,76.3551,1,10.7869,26,6.5007,1.0143,0
54.7615,0.3638,0.8317,-3.0703,410.0785,97,73.7565,40.1733,72.6906,149.5287,0.6422,11.8818,82.4362,0,5.8221,24,8.6193,0.9302,0
31.2306,-0.4222,-0.2483,-167.8179,557.1682,118,86.9918,90.032,62.6379,374.8871,0.7391,4.9324,93.2694,1,7.9988,36,6.8039,0.8717,0
42.4732,-0.0059,0.4643,-132.3125,517.83,114,65.177,65.4947,61.2622,363.6639,0.8976,6.695,60.8498,0,7.0811,24,6.5716,0.9149,0
69.96,-0.5515,0.3021,-15.6222,588.1362,99,98.7939,51.6773,85.2577,401.6467,0.6564,6.3893,74.9653,0,8.6086,34,4.0416,1.1189,0
51.7044,0.9719,-0.0363,-164.2868,594.8986,91,91.3132,39.0776,119.3709,246.8426,0.7653,4.6711,71.9175,1,7.1278,22,3.805,0.819,0
44.2555,0.546,0.1583,-157.1499,607.2586,106,75.0783,75.6572,109.6417,345.3129,0.6784,2.7953,100.0968,0,7.9952,39,7.1139,1.2017,0
52.1047,0.2979,-0.0427,-134.8186,750.3043,108,66.7695,76.1315,113.5008,185.8693,0.6907,8.9538,60.6133,0,4.8905,32,3.2967,1.095,0
44.2364,0.062,-1.0632,-86.0952,519.2897,109,74.9186,33.8501,69.0612,242.922,0.6195,4.5129,42.193,0,5.2696,41,7.976,0.9289,0
67.1252,2.5306,0.23,89.7562,358.0899,96,82.8198,73.4423,47.1143,402.5145,0.8032,8.0702,57.1514,0,7.5071,33,6.5252,0.9582,0
40.0897,-0.1574,-0.308,-162.7263,435.5074,88,90.8601,70.3125,31.2156,417.4553,0.6664,8.7645,76.4226,1,7.1343,21,8.297,0.9684,0
44.7721,-0.6969,-0.6884,174.1102,439.513,84,58.8975,55.522,33.9387,312.3457,0.7233,8.7117,99.8406,0,7.7566,25,5.4696,0.8145,0
35.0778,-1.1731,0.1935,-81.4214,362.0279,116,92.0549,66.5863,95.3776,367.8514,0.7431,0.9784,117.4926,0,7.9228,35,3.9692,0.835,0
47.0455,0.9054,0.1605,-64.7288,122.998,91,82.5687,61.3394,62.6863,276.7484,0.691,11.6951,53.1382,0,9.2137,21,8.1934,0.9372,0
48.2543,1.6312,0.4907,-90.7614,534.6836,106,68.3657,29.238,88.8211,400.5818,0.7912,9.115,45.2696,1,6.7275,21,6.0705,0.903,0
61.9564,-0.8481,-0.1306,36.8607,505.05,93,54.5091,57.1772,79.7458,208.9531,0.6354,7.1677,84.5893,0,6.2908,35,5.7362,1.1135,0
39.8327,-0.2849,0.4294,-173.0064,787.0859,85,81.3747,47.4494,118.189,312.0259,0.8828,3.4611,69.2829,0,11.0416,37,8.9968,0.8975,0
54.8363,-0.3594,0.0106,-146.315,777.5616,98,82.1989,28.2674,94.1405,418.4014,0.7167,1.8182,75.1239,0,9.7343,18,12.4572,0.94,0
50.8673,-0.1241,0.1726,-144.4401,601.9737,101,73.8368,34.327,118.4381,249.4062,0.8045,9.5313,132.8724,0,8.7004,23,2.0027,1.1925,0
31.075,-1.7678,0.2139,59.2317,584.4021,76,89.1209,16.8279,57.0193,298.6203,0.6459,4.7325,50.1622,1,8.0757,24,5.1099,1.1465,0
42.747,0.8067,-0.6653,-61.3722,375.5548,91,100.3392,15.2107,59.8487,343.2597,0.6104,10.9413,83.7636,0,11.3137,35,5.1905,1.1376,0
42.3494,1.1902,0.1885,-22.5021,528.2949,94,76.0052,38.466,75.91,393.9488,0.7398,11.2854,104.2213,1,7.8687,24,3.3278,1.1387,0
66.8304,-1.9046,0.052,161.9904,482.5198,96,72.5334,72.1586,74.69,225.8787,0.8691,0.6683,66.0594,0,9.262,25,7.0212,1.0622,0
55.4573,1.7579,-0.1356,-107.9846,521.8662,85,97.1681,24.1886,76.8422,337.5778,0.7798,6.9642,120.7389,0,9.8033,25,4.4331,1.0194,0
51.4467,1.6175,0.0572,-154.7292,384.6602,120,77.7931,25.9779,106.6892,397.927,0.8833,4.6046,135.007,0,11.1991,37,5.1781,1.139,0
7.0461,-3.0699,1.2748,-21.0876,562.8673,105,86.5931,88.3253,94.2777,397.5982,0.8617,4.9011,84.5681,1,10.8575,38,4.3621,0.9452,0
30.9173,-2.1733,-0.9597,-120.9336,294.5987,73,73.9275,30.9822,46.0272,295.6826,0.8841,7.3944,136.1421,0,6.5759,25,5.4343,1.0278,0
57.2779,-0.1329,-0.0658,-127.9234,955.324,99,91.403,50.6035,82.8159,265.1695,0.9413,9.3281,93.8603,1,7.8462,26,2.1105,1.1555,1
57.8204,1.316,0.4059,-32.3525,717.0601,100,67.5551,60.0333,45.763,298.7518,0.7078,6.5961,58.5339,0,7.4284,29,2.6959,0.8477,1
42.5775,0.2898,-0.623,61.0744,699.0838,101,81.4508,46.0565,67.9085,229.2758,0.6029,9.081,115.5234,0,6.1849,29,1.6382,0.8172,0
50.2768,0.0214,0.1855,-92.5733,308.6937,96,82.9595,49.0966,111.8562,353.6039,0.6199,11.5825,58.7791,0,7.4434,19,6.2413,1.1703,0
49.5676,0.5737,0.1512,135.347,256.8936,105,78.1744,33.9163,36.5847,313.4495,0.6873,4.9324,52.8519,0,5.316,24,9.0979,1.0935,0
51.6945,-0.8081,-0.7945,-49.5187,541.2157,79,73.6366,37.043,116.6975,55.8085,0.6441,5.3344,113.3909,0,8.2515,25,7.105,1.0364,0
46.28,1.2774,-0.2922,156.2574,454.3324,111,97.9295,56.4619,49.9314,336.357,0.7141,8.0803,67.5563,0,2.5332,32,6.6133,0.8613,0
58.1537,-0.1036,0.8917,-2.7377,777.1589,102,88.0886,25.9569,45.7986,251.1241,0.841,0.4736,142.2354,0,9.189,27,5.5934,1.2057,0
61.0611,-1.633,-0.7953,81.6256,594.1654,108,71.3486,78.613,73.2491,316.4022,0.9065,1.4079,39.6487,0,5.7977,25,6.5024,0.9332,0
40.4038,-0.7955,-0.2195,125.6461,493.8137,111,61.1615,14.1859,110.5156,451.7506,0.6625,1.8066,119.6388,0,5.6517,31,6.5684,0.8306,0
38.0563,0.369,-0.0826,10.6992,721.9825,115,94.7852,54.2842,46.8807,208.9381,0.83,6.9382,85.841,0,9.6102,31,5.0177,0.9791,0
42.0389,-0.2897,0.0021,126.1164,527.319,108,70.7391,28.737,30.6794,260.4914,0.9587,6.5291,25.6087,0,7.6179,37,3.4807,0.8315,0
50.4872,-0.3933,-0.2065,-43.9266,534.3495,92,80.618,59.4396,67.6996,276.7896,0.8972,3.6712,123.7495,0,7.205,27,8.8882,1.0089,0
53.5563,0.2029,0.0411,-49.1745,656.3183,88,80.9187,30.5853,81.6119,169.7384,0.6621,6.8989,61.2924,0,6.0474,28,3.2066,0.9721,0
57.8845,0.3586,-0.0178,105.8628,398.3753,102,82.859,61.8189,97.2486,310.0284,0.8572,11.5714,17.1187,0,6.4984,31,3.5143,1.094,0
59.7142,-1.2304,0.3551,-93.1429,652.8041,87,63.1162,66.3052,35.0407,343.3653,0.7914,10.3439,144.1676,1,10.4194,40,6.0237,0.9988,0
53.6245,1.2235,0.4223,78.1339,584.9042,93,76.509,68.0523,76.9765,261.5242,0.7003,4.3138,114.2375,1,8.4821,24,6.975,1.0823,0
52.2959,-0.1311,0.2198,-152.2487,361.8903,91,79.8424,40.251,45.0152,355.1268,0.811,11.4156,80.855,0,9.3987,25,6.8296,0.9242,0
66.489,0.4197,0.1183,48.825,793.7081,103,79.445,80.1298,68.706,448.8784,0.6646,4.2578,127.96,1,4.986,36,7.8794,0.8723,0
50.05,0.0974,-0.7818,159.0875,431.3796,104,87.1482,51.0976,117.2461,230.9839,0.7266,6.8821,92.4126,1,10.8405,24,6.2914,1.073,0
55.9005,-0.4101,0.0579,-15.6723,254.8277,90,81.6497,49.1687,118.1857,284.7285,0.7436,8.234,94.8591,0,7.1197,35,8.1843,1.1266,0
53.2025,0.9116,0.557,-30.2526,383.3619,108,84.4524,61.0302,118.6813,270.6295,0.7342,7.3074,137.7923,1,5.5974,33,3.8238,0.9694,0
48.2681,0.0812,-0.8054,14.5947,344.6406,91,74.0131,17.3223,62.6964,477.4093,0.6366,10.1408,99.9669,1,7.1071,26,9.121,0.8117,0
48.3341,0.0733,-0.6586,79.0438,529.354,80,97.0709,45.4476,93.2633,357.2683,0.7661,6.7834,123.3128,0,9.63,29,3.298,0.9482,0
63.2196,-2.4887,0.746,-50.8189,743.3777,120,77.1066,57.2714,108.5397,407.0717,0.937,4.4952,74.6374,0,9.5447,19,3.3564,0.8279,0
49.0977,0.82,-0.7489,-179.9532,537.3049,102,83.2927,38.337,75.5107,281.2556,0.9354,6.5463,50.7462,0,5.8688,24,5.69,1.1169,0
46.4733,-0.1705,-0.0514,0.7505,737.8794,96,81.1425,49.2323,72.7047,479.8277,0.7683,11.2151,80.571,0,7.8699,38,7.0551,0.8257,0
42.6294,0.7549,-0.2758,-29.0599,659.9916,109,84.5102,83.459,95.0038,400.3435,0.605,8.5227,110.8701,0,7.0124,18,7.7596,0.8577,0
54.2254,1.645,0.7159,11.7731,100.0266,90,92.0049,33.9968,75.2545,210.507,0.8319,3.3632,136.4124,0,6.4941,34,2.6528,1.0041,0
44.8786,0.8234,0.1515,77.5124,634.9204,97,71.5913,66.0325,82.4048,180.7485,0.8383,0.2368,93.4915,1,12.8129,27,6.3083,0.9593,0
53.3179,0.0542,0.3956,-77.9792,412.8525,105,88.2566,37.4958,70.7721,305.7096,0.9426,7.2531,154.8612,0,7.219,36,4.6483,1.1356,0
51.7772,-0.2864,0.0278,1.8935,576.9056,86,87.3722,51.6266,95.8325,352.3872,0.9353,1.769,69.6479,1,10.7831,27,4.9372,1.1384,0
45.7261,2.5257,0.9976,-88.78,491.3186,99,81.7336,60.698,106.4769,263.434,0.9099,6.043,64.2127,1,8.1051,25,10.2358,0.9062,0
36.0442,0.4834,-0.372,-14.6352,917.9206,99,82.2678,66.492,70.8583,226.66,0.9427,2.9492,95.5432,0,7.5327,29,7.2313,1.1385,1
39.7078,0.2096,0.1718,-55.9659,565.4103,107,68.444,57.4799,74.1961,396.8286,0.6995,10.7697,98.2397,0,10.9054,41,4.8805,0.8455,0
41.2813,-0.1829,0.6285,-47.1451,587.5705,94,76.6034,64.8905,113.0463,336.2839,0.8269,1.5586,81.4616,0,11.254,21,6.3836,1.026,0
39.9597,-0.8966,0.7419,28.57,661.7381,110,60.9276,46.4603,80.6831,292.2286,0.9736,11.8111,78.5633,0,7.5093,29,2.019,0.9073,0
54.5527,-1.9507,-0.134,68.26,276.633,97,76.9386,41.3855,72.742,226.7856,0.8123,1.3281,68.8137,0,10.5986,35,3.9064,1.207,0
71.2918,1.5212,-1.0125,-175.4429,662.5186,88,79.3674,70.6899,117.3746,293.3768,0.9556,7.2637,112.7315,0,7.6853,31,5.2065,1.133,0
44.8901,-0.7794,-0.1921,135.5908,467.6593,118,66.0117,13.1977,35.9777,224.4869,0.9628,6.2305,95.588,0,8.0909,34,5.8454,0.8906,0
46.1573,-0.1903,0.8718,-48.8393,396.2824,105,82.9911,41.9316,86.0709,391.874,0.6281,8.7025,102.8634,0,8.7001,23,5.7241,0.9212,0
44.1542,-0.1061,-0.3816,51.6997,623.0046,85,92.0717,45.0314,32.2997,374.5624,0.9662,2.6988,17.8743,0,9.8324,26,6.8838,1.0852,0
58.5768,1.4331,0.1456,-135.9387,276.7515,99,82.1544,53.5761,70.4047,205.4231,0.6405,5.1426,124.9095,1,11.5048,20,5.6941,1.1614,0
54.2636,-0.7663,-0.1536,25.7242,640.8408,111,79.9452,68.0321,59.1867,208.3384,0.7609,0.0534,65.2906,0,6.3272,31,6.4713,1.0331,0
49.8337,0.2573,-0.0361,64.2454,476.3772,99,74.7459,54.1262,69.1143,430.7124,0.9008,8.0438,128.7861,0,8.4163,28,5.3181,1.0561,0
37.8689,0.5122,0.6561,-123.3223,484.9789,96,83.7158,45.649,111.2712,380.3603,0.6283,3.8336,53.9329,1,4.9795,36,5.3525,0.869,0
40.3224,-1.3845,0.1272,148.3757,163.3694,105,69.8375,66.7123,75.8285,369.3753,0.7581,11.5021,52.2072,0,7.2039,36,6.9312,1.189,0
51.7529,-1.4785,1.021,92.6879,635.0631,104,55.8823,55.6825,82.5475,414.23,0.6938,5.5058,76.6144,1,8.4464,29,4.8798,1.137,0
52.2329,-0.715,0.4881,12.211,537.144,94,95.7959,52.5878,59.6538,203.1539,0.8823,8.3238,101.9358,1,7.133,35,7.7187,0.931,0
49.8389,0.2437,0.0656,-120.2162,429.9233,96,89.6072,82.0331,118.6721,278.5066,0.9476,2.0921,124.6507,0,9.8547,33,6.2146,0.8363,0
56.6493,0.1165,-0.0471,131.5985,360.8843,96,69.0077,69.3804,117.7282,489.6487,0.907,9.6734,84.6886,1,9.8106,31,6.1004,0.8893,1
37.7742,-0.1191,0.1659,-155.2947,617.2372,95,65.539,103.0886,108.4572,451.8885,0.8198,0.18,70.5666,1,11.273,34,10.489,1.0839,0
53.0359,0.6524,-0.6166,-138.5382,552.2274,86,81.0638,10.9277,93.7326,358.6187,0.9374,0.645,127.0833,0,6.0832,33,3.7963,1.0179,0
52.4799,-0.8568,-0.5288,71.3427,500.7775,130,80.6441,75.8908,68.5214,320.9043,0.9423,9.3256,82.1842,0,10.2402,25,8.9397,0.8476,0
40.4206,-0.1705,0.3785,-88.6101,351.762,107,88.162,79.7091,41.3905,355.2663,0.7983,4.8546,83.6561,0,4.3451,41,5.4785,0.9976,0
43.951,-0.1135,0.4598,-14.6456,545.418,101,76.6501,36.3601,111.8227,292.6513,0.942,0.6447,117.7763,0,7.3805,28,5.8683,1.0546,0
56.9313,-0.8298,-0.6615,14.0076,536.486,94,91.5495,47.6772,78.0529,230.407,0.9568,4.7003,108.3669,1,6.6682,39,6.5049,1.0454,0
38.6141,2.3017,0.4298,-15.0357,697.3835,96,77.8335,51.7288,80.5585,219.152,0.6034,1.931,110.9989,1,9.3462,30,6.0547,1.1057,0
74.6377,-2.1604,-0.0879,-149.7983,320.3827,125,92.1301,41.024,39.2266,518.4113,0.9521,5.6125,119.3528,0,4.1358,28,5.1325,0.9848,0
55.5576,1.2407,-0.4156,85.4908,392.6252,119,78.1856,43.1876,101.3323,241.4742,0.6222,11.8745,57.5129,1,8.8534,33,5.046,1.0639,0
49.4266,0.8001,-0.1573,-93.6035,791.542,107,71.3578,116.1225,79.7103,404.5957,0.7197,0.1507,97.7577,0,4.3315,29,8.6081,0.986,1
47.4785,0.8083,0.4441,85.8714,528.7314,98,76.2556,50.0426,53.2556,84.4972,0.8217,9.3469,66.1112,0,8.3838,26,5.2166,1.0865,0
57.882,0.0958,0.3044,131.5047,537.9094,96,86.5424,61.7977,45.4645,247.8626,0.6977,4.4084,67.7615,0,8.4901,26,6.1579,1.1916,0
45.8865,1.3336,0.1487,13.0946,644.8938,109,83.5384,57.4916,85.2557,288.7056,0.9503,9.4128,118.2966,0,7.4279,28,1.4712,0.9155,0
46.2968,-0.4484,0.1892,74.2955,771.8565,91,80.5253,51.8691,107.7541,245.1973,0.9153,5.3565,123.1436,0,10.2884,25,6.8527,1.1207,0
64.5259,0.3924,-0.5705,-166.7024,325.722,105,69.562,27.5198,77.263,223.0395,0.7937,9.0124,163.3799,0,6.3353,27,6.9621,1.1143,0
45.2844,0.0732,0.2734,-166.7707,827.2751,90,79.4,69.2945,107.4626,393.918,0.9349,6.5983,92.6184,0,8.7755,31,3.8345,1.0074,0
51.3608,-0.2323,-0.2286,-109.0216,493.453,96,73.4712,49.0531,46.8572,334.6985,0.927,8.9396,50.0337,0,8.2017,27,9.3757,1.0132,0
42.3979,0.1219,1.0106,-50.982,539.5774,96,73.212,18.863,79.8051,245.4186,0.7318,6.1575,114.9841,0,11.1049,32,6.0985,0.8418,0
52.5904,-0.9488,-0.19,-114.1978,509.0097,112,89.9531,53.2325,69.7013,236.5812,0.6258,8.0477,67.0428,0,4.7838,29,7.5876,0.9825,0
55.8061,-0.664,1.1131,48.5857,724.6721,92,72.3365,56.1581,59.0689,164.4101,0.8369,5.5178,75.4174,0,11.1679,27,3.8795,1.1862,0
66.829,1.5803,-0.0806,-80.3205,643.7687,97,71.7685,73.2061,39.013,189.1524,0.9142,2.8264,117.7313,0,10.4531,32,7.3225,1.1095,0
40.6265,2.8816,-0.0475,124.4704,478.2562,108,83.1408,23.0384,48.5576,193.3996,0.9708,9.0871,86.3497,0,8.7699,32,4.7804,0.9298,0
35.5213,0.52,-0.1472,21.8174,330.9622,99,70.838,47.6799,109.947,255.1865,0.6148,5.9868,105.3449,0,8.1148,27,5.0211,0.8727,0
47.3321,0.8336,-0.6291,-43.8914,463.5655,84,74.4579,36.3825,62.5957,606.6891,0.7617,4.6987,93.6205,0,6.9384,31,4.6162,0.8804,0
43.8289,0.252,0.6632,141.5081,299.3889,107,99.2555,33.3476,107.2171,245.2023,0.8734,11.8949,111.9521,1,7.3826,32,6.5957,0.8582,0
49.8455,0.4551,0.0485,118.2107,633.6672,97,78.327,54.5001,103.271,255.1918,0.7832,0.6404,82.5692,1,6.7557,20,8.075,1.1785,0
55.2199,0.5438,0.3135,115.2127,398.2336,112,86.7584,41.0969,57.4439,244.3834,0.6897,8.7023,54.4426,0,5.5773,31,7.7053,1.0757,0
72.6502,1.0354,0.8075,82.2064,484.6324,74,105.1525,60.076,73.037,345.3009,0.8379,4.9708,123.1848,0,9.3878,34,5.2501,1.1204,0
45.4851,1.5369,-0.0656,41.1172,675.9747,94,81.9949,32.142,70.7959,172.4001,0.9511,3.9951,71.9869,1,9.9266,35,3.7435,0.8616,0
27.896,-0.8844,-0.0464,-47.9436,621.0598,87,85.2474,47.1636,110.7344,199.2733,0.9778,10.7424,104.6293,1,11.0263,24,3.7471,1.0799,0
47.6202,2.8278,0.0725,-27.8638,557.4792,98,83.1258,55.7329,85.3469,409.6253,0.9971,9.3108,102.9071,0,7.7725,27,6.5643,1.1302,0
53.5053,0.1383,-0.6414,52.9646,380.6543,97,76.7469,58.3683,69.3735,326.4803,0.7538,0.2462,87.5399,0,9.7037,34,4.0285,0.8352,0
40.3037,0.1386,-0.9144,-117.7663,572.7797,83,81.259,53.7511,76.7496,317.1754,0.6811,8.8299,93.6497,0,4.4367,38,5.5735,1.0655,0
52.3368,-0.4129,-0.7518,118.0133,380.7026,93,78.2131,49.1566,105.7375,388.9572,0.9226,0.0993,91.9699,0,7.7701,32,7.8542,1.1064,0
51.3748,-0.4091,0.6206,157.9213,574.1531,96,70.8909,38.4421,57.7055,303.9743,0.8752,0.5681,19.4056,0,7.5314,31,4.0626,0.8948,0
52.5985,0.6164,-0.163,-144.7241,303.9423,118,88.331,81.7622,67.4437,180.7651,0.9014,3.0559,94.1691,0,8.6039,32,9.1908,0.8794,0
57.9132,0.6372,0.3922,-171.916,681.0755,106,61.9058,54.2824,41.745,349.4766,0.7456,11.7697,100.9754,0,6.1592,30,7.3209,1.007,0
49.1731,0.5652,-0.1293,-128.6279,529.9325,86,80.0765,27.3096,81.1207,356.3688,0.6893,4.6953,122.7774,0,7.0834,31,5.2539,1.0575,0
55.4754,-0.4548,-0.7888,93.5649,498.0843,96,77.2072,10.7176,117.2826,148.0708,0.9114,6.8306,48.6099,0,6.4517,28,6.6818,0.914,0
32.0104,-2.7012,0.433,-141.1824,558.6779,111,69.6383,73.938,60.9814,330.5651,0.7781,9.3754,105.2443,0,9.8146,29,7.3753,1.0754,0
40.3762,-1.7955,-0.4445,-45.9902,482.6801,78,86.2284,24.2265,114.6682,365.1073,0.8754,3.1431,52.9805,1,7.7892,30,8.0864,1.136,0
46.5847,0.0133,0.2899,-157.2755,510.201,110,69.7826,53.7178,102.4094,369.5801,0.9489,11.2663,130.4431,1,8.0788,27,2.6482,1.2012,0
39.9487,0.3359,0.4618,-24.2794,693.6948,95,75.9217,26.1138,101.3202,383.6867,0.7378,5.5379,76.0228,0,6.4088,23,6.5037,1.0906,0
50.066,-0.4197,-0.0222,37.3893,658.5698,98,87.2776,52.8689,96.8289,341.2272,0.9071,10.5297,111.8152,0,9.751,26,4.6568,1.1484,0
46.5626,-0.6929,0.237,46.2635,606.9479,92,60.7472,56.2422,98.3878,399.6741,0.7812,5.4296,133.0313,1,8.9511,25,8.7395,0.8963,0
45.4487,0.2967,-0.7116,6.8095,537.798,94,90.7751,66.013,60.3372,200.2243,0.8472,10.8857,86.4037,0,8.0664,32,5.4879,0.8901,0
58.838,-0.1076,1.4625,157.7188,452.5313,101,79.6359,48.17,104.9032,454.7351,0.9313,10.3255,70.6408,0,6.2724,34,7.6073,1.1904,0
50.8382,-0.4765,0.2201,11.2092,660.9342,103,76.909,48.2474,117.6369,111.1915,0.7195,4.1256,82.6439,1,8.2786,28,9.7236,1.0947,0
39.1629,-1.6155,0.3906,129.3257,363.4195,103,66.2064,28.6475,39.3959,385.8838,0.9354,1.0488,127.0708,0,9.2094,24,2.9921,0.8516,0
43.9668,-0.8439,0.4671,177.4893,767.5977,92,80.9043,44.904,41.4202,204.5498,0.6822,0.7571,115.2561,0,10.6822,32,6.4495,0.9761,0
57.5322,0.9326,-0.0696,-97.2917,606.7388,96,80.2483,50.7631,31.0446,424.6384,0.769,5.6071,113.4962,0,9.6034,34,8.8021,1.0311,0
51.9971,-0.9626,0.0389,-84.4073,677.2751,107,85.4652,50.8246,93.1922,372.1387,0.7101,0.4888,140.4068,0,7.0682,30,7.3231,0.8966,0
61.9594,0.6637,0.5425,7.873,570.1735,115,75.3044,46.638,36.5281,244.9276,0.6065,7.4626,87.8498,0,4.1133,21,9.0192,0.9392,0
